partition,soil_moisture_pct_nfk,previous_irrigation_mm,onfarm_rain_gauge_mm,soil_type,irrigation_type,water_source,field_area_ha,irrigation_need
1,49.4,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,36.2,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,51.9,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,40.4,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,69.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,48.5,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,65.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,58.9,18.0,0.1,sand,drip,groundwater_well,26.4,1
1,49.8,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,39.0,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,59.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,55.1,18.0,1.8,sand,drip,groundwater_well,26.4,1
1,52.1,18.0,7.3,sand,drip,groundwater_well,26.4,1
1,71.9,18.0,0.7,sand,drip,groundwater_well,26.4,0
1,68.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,57.2,18.0,0.7,sand,drip,groundwater_well,26.4,1
1,76.3,18.0,0.7,sand,drip,groundwater_well,26.4,0
1,67.6,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,59.7,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,51.0,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,47.0,18.0,2.3,sand,drip,groundwater_well,26.4,2
1,62.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,51.7,18.0,5.1,sand,drip,groundwater_well,26.4,1
1,51.0,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,46.1,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,32.7,18.0,0.4,sand,drip,groundwater_well,26.4,2
1,59.8,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,74.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,66.9,18.0,0.9,sand,drip,groundwater_well,26.4,0
1,57.0,18.0,0.1,sand,drip,groundwater_well,26.4,1
1,51.7,18.0,6.5,sand,drip,groundwater_well,26.4,1
1,45.9,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,43.7,18.0,0.3,sand,drip,groundwater_well,26.4,1
1,33.0,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,60.4,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,59.2,18.0,1.6,sand,drip,groundwater_well,26.4,0
1,45.4,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,50.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,37.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,37.0,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,59.0,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,54.0,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,45.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,42.4,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,35.9,18.0,0.4,sand,drip,groundwater_well,26.4,1
1,29.3,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,50.4,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,45.8,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,42.8,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,41.1,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,38.7,18.0,0.1,sand,drip,groundwater_well,26.4,1
1,26.2,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,24.4,18.0,12.4,sand,drip,groundwater_well,26.4,2
1,66.4,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,60.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.6,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,46.6,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,44.8,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,45.6,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,38.9,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,28.6,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,31.7,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,22.0,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,17.3,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,40.3,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,38.1,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,31.9,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,32.7,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,29.0,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,27.4,18.0,2.0,sand,drip,groundwater_well,26.4,2
1,51.2,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,44.7,18.0,3.1,sand,drip,groundwater_well,26.4,0
1,42.1,18.0,1.1,sand,drip,groundwater_well,26.4,0
1,37.7,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,33.1,18.0,0.1,sand,drip,groundwater_well,26.4,1
1,34.4,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,28.8,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,32.4,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,47.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,44.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,42.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,31.5,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,63.6,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,59.6,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,61.6,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,54.1,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,77.0,0.0,0.3,sand,drip,groundwater_well,26.4,0
1,68.2,0.0,0.9,sand,drip,groundwater_well,26.4,0
1,,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,64.7,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,66.6,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,67.1,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,61.1,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,58.3,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,61.3,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,53.8,0.0,0.2,sand,drip,groundwater_well,26.4,0
1,56.0,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,46.2,0.0,0.2,sand,drip,groundwater_well,26.4,0
1,52.3,0.0,0.1,sand,drip,groundwater_well,26.4,0
1,47.1,0.0,0.4,sand,drip,groundwater_well,26.4,0
1,45.3,0.0,0.0,sand,drip,groundwater_well,26.4,0
1,41.7,0.0,0.0,sand,drip,groundwater_well,26.4,1
1,64.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,6.8,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,4.1,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.9,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,5.5,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.4,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.4,sand,drip,groundwater_well,26.4,0
1,64.1,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,65.8,18.0,1.7,sand,drip,groundwater_well,26.4,0
1,61.3,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,66.7,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,59.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,,18.0,0.6,sand,drip,groundwater_well,26.4,0
1,48.3,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,51.8,18.0,0.4,sand,drip,groundwater_well,26.4,1
1,34.3,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,33.1,18.0,10.4,sand,drip,groundwater_well,26.4,1
1,75.4,18.0,4.4,sand,drip,groundwater_well,26.4,0
1,81.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,66.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,72.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,57.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,52.9,18.0,0.6,sand,drip,groundwater_well,26.4,0
1,54.4,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,44.0,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,39.3,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,63.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,61.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,58.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,50.1,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,44.6,18.0,0.6,sand,drip,groundwater_well,26.4,1
1,65.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,65.2,18.0,4.3,sand,drip,groundwater_well,26.4,0
1,64.5,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,62.4,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,53.5,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,39.8,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,60.8,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,55.6,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,52.3,18.0,0.6,sand,drip,groundwater_well,26.4,1
1,68.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,59.7,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,49.3,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,35.2,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,32.0,18.0,0.6,sand,drip,groundwater_well,26.4,2
1,49.3,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,59.3,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,54.7,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,63.3,18.0,1.0,sand,drip,groundwater_well,26.4,0
1,61.6,18.0,0.6,sand,drip,groundwater_well,26.4,1
1,76.6,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,61.0,18.0,0.4,sand,drip,groundwater_well,26.4,0
1,48.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,68.2,18.0,0.6,sand,drip,groundwater_well,26.4,0
1,48.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,69.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,53.1,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,42.3,18.0,0.1,sand,drip,groundwater_well,26.4,2
1,59.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,53.4,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,35.3,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,53.1,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,65.2,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,53.2,18.0,0.3,sand,drip,groundwater_well,26.4,1
1,67.6,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,52.8,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,39.9,18.0,0.4,sand,drip,groundwater_well,26.4,2
1,50.0,18.0,0.5,sand,drip,groundwater_well,26.4,1
1,70.7,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,60.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,45.9,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,34.1,18.0,0.4,sand,drip,groundwater_well,26.4,2
1,45.9,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,35.8,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,58.0,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,44.4,18.0,0.0,sand,drip,groundwater_well,26.4,2
1,55.5,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,44.7,18.0,0.2,sand,drip,groundwater_well,26.4,2
1,60.0,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,72.9,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,65.4,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,50.0,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,64.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,51.7,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,36.2,18.0,0.1,sand,drip,groundwater_well,26.4,2
1,57.3,18.0,0.3,sand,drip,groundwater_well,26.4,1
1,52.5,18.0,6.1,sand,drip,groundwater_well,26.4,1
1,73.9,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,64.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,59.7,18.0,6.5,sand,drip,groundwater_well,26.4,1
1,73.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,66.4,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,57.4,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,76.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,66.2,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,56.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,49.3,18.0,0.9,sand,drip,groundwater_well,26.4,0
1,47.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,40.6,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,35.1,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,22.8,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,18.4,18.0,0.5,sand,drip,groundwater_well,26.4,2
1,41.5,18.0,0.3,sand,drip,groundwater_well,26.4,1
1,56.2,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,49.8,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,47.4,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,37.6,18.0,1.9,sand,drip,groundwater_well,26.4,0
1,36.6,18.0,0.4,sand,drip,groundwater_well,26.4,1
1,57.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,57.7,18.0,0.6,sand,drip,groundwater_well,26.4,0
1,55.3,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,46.3,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,39.6,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,41.2,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,33.9,18.0,2.1,sand,drip,groundwater_well,26.4,1
1,56.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.5,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,39.7,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,41.1,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,37.1,18.0,0.3,sand,drip,groundwater_well,26.4,1
1,56.2,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,51.8,18.0,0.4,sand,drip,groundwater_well,26.4,0
1,52.2,18.0,0.9,sand,drip,groundwater_well,26.4,0
1,50.1,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,45.0,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,39.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,35.6,18.0,0.1,sand,drip,groundwater_well,26.4,1
1,30.2,18.0,0.7,sand,drip,groundwater_well,26.4,1
1,24.4,18.0,0.0,sand,drip,groundwater_well,26.4,1
1,17.9,18.0,0.8,sand,drip,groundwater_well,26.4,2
1,48.3,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,43.9,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,35.5,18.0,0.7,sand,drip,groundwater_well,26.4,1
1,58.4,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,53.1,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,46.4,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.2,18.0,0.3,sand,drip,groundwater_well,26.4,0
1,48.2,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.2,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.2,18.0,0.2,sand,drip,groundwater_well,26.4,1
1,48.2,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.2,18.0,0.2,sand,drip,groundwater_well,26.4,0
1,54.7,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,53.4,18.0,2.7,sand,drip,groundwater_well,26.4,0
1,49.0,18.0,0.0,sand,drip,groundwater_well,26.4,0
1,48.3,18.0,0.5,sand,drip,groundwater_well,26.4,0
1,36.2,18.0,0.1,sand,drip,groundwater_well,26.4,0
1,77.6,0.0,0.4,sand,drip,groundwater_well,28.1,0
1,78.5,0.0,2.4,sand,drip,groundwater_well,28.1,0
1,77.5,0.0,0.5,sand,drip,groundwater_well,28.1,0
1,80.1,0.0,0.2,sand,drip,groundwater_well,28.1,0
1,75.6,0.0,0.4,sand,drip,groundwater_well,28.1,0
1,81.9,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,72.4,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,72.2,0.0,2.9,sand,drip,groundwater_well,28.1,0
1,72.5,0.0,0.2,sand,drip,groundwater_well,28.1,0
1,77.4,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,70.9,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,73.9,0.0,0.6,sand,drip,groundwater_well,28.1,0
1,69.1,0.0,3.5,sand,drip,groundwater_well,28.1,0
1,74.5,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,69.3,0.0,0.1,sand,drip,groundwater_well,28.1,0
1,74.8,0.0,1.2,sand,drip,groundwater_well,28.1,0
1,71.4,0.0,0.6,sand,drip,groundwater_well,28.1,0
1,73.2,0.0,0.2,sand,drip,groundwater_well,28.1,0
1,66.2,0.0,1.9,sand,drip,groundwater_well,28.1,0
1,66.1,0.0,0.4,sand,drip,groundwater_well,28.1,0
1,71.7,0.0,0.5,sand,drip,groundwater_well,28.1,0
1,63.7,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,64.6,0.0,0.6,sand,drip,groundwater_well,28.1,0
1,59.4,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,61.8,0.0,0.3,sand,drip,groundwater_well,28.1,0
1,58.9,0.0,0.2,sand,drip,groundwater_well,28.1,0
1,57.7,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,52.7,0.0,0.2,sand,drip,groundwater_well,28.1,0
1,56.2,0.0,0.0,sand,drip,groundwater_well,28.1,0
1,52.6,0.0,0.2,sand,drip,groundwater_well,28.1,1
1,43.4,0.0,0.0,sand,drip,groundwater_well,28.1,1
1,68.4,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,62.7,18.0,5.1,sand,drip,groundwater_well,28.1,0
1,70.5,18.0,0.9,sand,drip,groundwater_well,28.1,0
1,67.0,18.0,6.6,sand,drip,groundwater_well,28.1,0
1,73.0,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,67.5,18.0,3.8,sand,drip,groundwater_well,28.1,0
1,59.7,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,63.0,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,55.8,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,51.0,18.0,2.8,sand,drip,groundwater_well,28.1,0
1,58.0,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,48.4,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,70.8,18.0,0.3,sand,drip,groundwater_well,28.1,0
1,71.0,18.0,0.6,sand,drip,groundwater_well,28.1,0
1,59.2,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,66.5,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,56.5,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,47.9,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,41.7,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,36.7,18.0,0.8,sand,drip,groundwater_well,28.1,1
1,58.0,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,49.3,18.0,0.4,sand,drip,groundwater_well,28.1,0
1,46.7,18.0,14.4,sand,drip,groundwater_well,28.1,1
1,67.6,18.0,14.9,sand,drip,groundwater_well,28.1,0
1,79.1,18.0,0.4,sand,drip,groundwater_well,28.1,0
1,80.9,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,77.9,18.0,0.6,sand,drip,groundwater_well,28.1,0
1,79.2,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,70.0,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,68.7,18.0,0.3,sand,drip,groundwater_well,28.1,0
1,58.2,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,53.1,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,43.8,18.0,2.1,sand,drip,groundwater_well,28.1,1
1,70.9,18.0,17.4,sand,drip,groundwater_well,28.1,0
1,87.1,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,79.8,18.0,0.4,sand,drip,groundwater_well,28.1,0
1,75.1,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,69.6,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,61.7,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,79.4,17.7,0.0,sand,drip,groundwater_well,28.1,0
1,70.6,17.7,0.4,sand,drip,groundwater_well,28.1,0
1,70.2,17.7,0.1,sand,drip,groundwater_well,28.1,0
1,59.0,17.7,0.0,sand,drip,groundwater_well,28.1,1
1,53.6,17.7,2.1,sand,drip,groundwater_well,28.1,1
1,74.7,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,70.8,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,65.3,18.0,0.3,sand,drip,groundwater_well,28.1,1
1,46.4,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,71.4,18.0,0.7,sand,drip,groundwater_well,28.1,0
1,61.0,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,76.8,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,67.4,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,59.4,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,50.4,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,66.6,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,57.0,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,51.9,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,39.1,18.0,0.5,sand,drip,groundwater_well,28.1,2
1,51.3,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,48.9,18.0,0.1,sand,drip,groundwater_well,28.1,1
1,45.1,18.0,0.0,sand,drip,groundwater_well,28.1,2
1,56.3,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,77.0,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,73.9,18.0,1.8,sand,drip,groundwater_well,28.1,0
1,70.8,18.0,7.3,sand,drip,groundwater_well,28.1,0
1,69.4,18.0,0.7,sand,drip,groundwater_well,28.1,0
1,66.2,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,54.5,18.0,0.7,sand,drip,groundwater_well,28.1,1
1,77.5,18.0,0.7,sand,drip,groundwater_well,28.1,0
1,77.2,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,64.0,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,57.6,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,71.3,18.0,2.3,sand,drip,groundwater_well,28.1,0
1,71.7,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,66.1,18.0,5.1,sand,drip,groundwater_well,28.1,1
1,82.6,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,79.8,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,74.2,18.0,0.4,sand,drip,groundwater_well,28.1,0
1,66.6,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,58.3,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,54.7,18.0,0.9,sand,drip,groundwater_well,28.1,1
1,72.9,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,65.0,18.0,6.5,sand,drip,groundwater_well,28.1,0
1,63.7,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,59.7,18.0,0.3,sand,drip,groundwater_well,28.1,0
1,48.8,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,45.5,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,42.8,18.0,1.6,sand,drip,groundwater_well,28.1,0
1,44.1,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,39.2,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,57.7,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,52.9,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,51.8,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,50.6,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,46.5,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,44.8,18.0,0.1,sand,drip,groundwater_well,28.1,1
1,35.8,18.0,0.4,sand,drip,groundwater_well,28.1,1
1,55.1,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,55.1,18.0,0.3,sand,drip,groundwater_well,28.1,0
1,55.1,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,55.1,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,55.1,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,55.1,18.0,0.1,sand,drip,groundwater_well,28.1,1
1,34.0,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,27.6,18.0,12.4,sand,drip,groundwater_well,28.1,2
1,64.5,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,58.5,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,60.1,18.0,0.3,sand,drip,groundwater_well,28.1,0
1,49.5,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,46.5,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,45.5,18.0,0.5,sand,drip,groundwater_well,28.1,1
1,69.9,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,57.7,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,57.3,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,47.2,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,52.0,18.0,0.3,sand,drip,groundwater_well,28.1,0
1,50.2,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,42.2,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,37.4,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,33.7,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,34.2,18.0,2.0,sand,drip,groundwater_well,28.1,1
1,33.3,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,22.8,18.0,3.1,sand,drip,groundwater_well,28.1,2
1,48.6,18.0,1.1,sand,drip,groundwater_well,28.1,0
1,46.3,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,45.5,18.0,0.1,sand,drip,groundwater_well,28.1,0
1,45.1,18.0,0.2,sand,drip,groundwater_well,28.1,0
1,40.9,18.0,0.0,sand,drip,groundwater_well,28.1,1
1,62.1,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,61.3,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,56.2,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,56.4,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,46.7,18.0,0.5,sand,drip,groundwater_well,28.1,0
1,46.6,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,40.3,18.0,0.0,sand,drip,groundwater_well,28.1,0
1,41.3,18.0,0.1,sand,drip,groundwater_well,28.1,0
